[-3, 0, 1, 2, 3, 5, 6, 6, 15, 21]
[-3, 0, 1, 2, 3, 5, 6, 6, 15, 21]
[-3, 0, 1, 2, 3, 5, 6, 6, 15, 21]
[-3, 0, 1, 2, 3, 5, 6, 6, 15, 21]
[-3, 0, 1, 2, 3, 5, 6, 6, 15, 21]
[-3, 0, 1, 2, 3, 5, 6, 6, 15, 21]
[-3, 0, 1, 2, 3, 5, 6, 6, 15, 21]
[-3, 0, 1, 2, 3, 5, 6, 6, 15, 21]
[-3, 0, 1, 2, 3, 5, 6, 6, 15, 21]
[-3, 0, 1, 2, 3, 5, 6, 6, 15, 21]
[-3, 0, 1, 2, 3, 5, 6, 6, 15, 21]
[-3, 0, 1, 2, 3, 5, 6, 6, 15, 21]
[-3, 0, 1, 2, 3, 5, 6, 6, 15, 21]
[-3, 0, 1, 2, 3, 5, 6, 6, 15, 21]
[-3, 0, 1, 2, 3, 5, 6, 6, 15, 21]
[-3, 0, 1, 2, 3, 5, 6, 6, 15, 21]
[-3, 0, 1, 2, 3, 5, 6, 6, 15, 21]
[-3, 0, 1, 2, 3, 5, 6, 6, 15, 21]
[-3, 0, 1, 2, 3, 5, 6, 6, 15, 21]
[-3, 0, 1, 2, 3, 5, 6, 6, 15, 21]
[-3, 0, 1, 2, 3, 5, 6, 6, 15, 21]
[-3, 0, 1, 2, 3, 5, 6, 6, 15, 21]
[-3, 0, 1, 2, 3, 5, 6, 6, 15, 21]
[-3, 0, 1, 2, 3, 5, 6, 6, 15, 21]
[-3, 0, 1, 2, 3, 5, 6, 6, 15, 21]
[-3, 0, 1, 2, 3, 5, 6, 6, 15, 21]
[-3, 0, 1, 2, 3, 5, 6, 6, 15, 21]
[-3, 0, 1, 2, 3, 5, 6, 6, 15, 21]
[-3, 0, 1, 2, 3, 5, 6, 6, 15, 21]
[-3, 0, 1, 2, 3, 5, 6, 6, 15, 21]
[-3, 0, 1, 2, 3, 5, 6, 6, 15, 21]
[-3, 0, 1, 2, 3, 5, 6, 6, 15, 21]
[-3, 0, 1, 2, 3, 5, 6, 6, 15, 21]
[-3, 0, 1, 2, 3, 5, 6, 6, 15, 21]
